case_id,Ta,Twa,Tb,Ts,Tt,Tad,theta,case_dir,will_pass_theta,single_script
20012,0.0100442950037901,0.4635069466232053,0.0922719728303156,0.7010104673456303,1.1960214866082894,0.6832311352739606,-7.947728710513544,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20012,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20013,0.0425422415845134,0.2313005984821958,0.0929119524650143,1.20066666370285,1.1054839369346472,0.4444652937922831,2.6364959097479748,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20013,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20014,0.0474390628225334,0.3722629245112147,0.0837941295811817,0.9843412675550928,0.6455664862813374,0.3788072467911553,3.603421916588214,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20014,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20015,0.0497532330516245,0.2367221378202171,0.1173041047355524,1.3956992211598906,0.56934916864483,0.5254813766744882,5.940454929100852,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20015,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20016,0.0335819441939172,0.5822983283040428,0.1255406439700654,1.1336768975247415,0.8657409649284507,0.1286749194600994,-1.592020206082518,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20016,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20017,0.049902702160154,0.2825467047861017,0.0825387280449904,0.8910226463853819,1.1137983858805809,0.0893323387984906,-2.314169730472363,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20017,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20018,0.048953662735498,0.4282038921846044,0.1389193245985436,1.3922106087673352,0.8929624122719338,0.3261015962351395,2.0343078811452,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20018,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20019,0.0320621293285423,0.2258799119242565,0.1281172249920558,1.4125411372428618,1.177494542761408,0.8309686050645174,4.173760417426909,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20019,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20020,0.0172106243899836,0.4900690304148574,0.1258823941868228,0.6319141139167213,1.0827591512332178,0.4599295916507857,-4.06735471316339,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20020,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20021,0.0343828527651447,0.2093979292317428,0.0909592677397879,0.5719961565717688,1.1917027371297415,0.7764152718468357,1.771591120409287,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20021,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20022,0.0022364279762794,0.3293929768021004,0.1441884322276628,1.0433993123901204,0.8125767715634824,0.3944610582674476,9.269173696547377,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20022,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20023,0.0118645076665693,0.3111274300728733,0.1176537844719098,1.234305415220553,1.047002411394233,0.7684135243665223,-0.911616584760992,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20023,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20024,0.0365999061960585,0.2330763128040015,0.1032932174205925,1.1261876817501857,0.6430229582082984,0.1601814600689998,1.6409442899544595,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20024,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20025,0.0159481502177958,0.5309221184520181,0.1092172270134961,1.1402988235854146,0.5150464639942487,0.8868816062157132,-9.507636778539537,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20025,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20026,0.0093633854703439,0.4611286734381226,0.1111279155867046,0.8211415368425748,0.5677783566538439,0.4169996050251522,-9.71156702677544,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20026,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20027,0.016588478381289,0.429768732179511,0.1171641115325488,0.8942005755346273,0.7457615182869374,0.1100406576776702,-3.9371131481083737,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20027,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20028,0.036228927590297,0.5974700520286687,0.1411726361853594,1.1686467731813508,0.7021294706271803,0.946588755601886,2.9504728320533253,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20028,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20029,0.0156940266612049,0.4338503634314944,0.1319156053670179,0.81296405816359,0.8780590482583015,0.5498127148621366,-3.216904198495324,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20029,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20030,0.0063527321307385,0.4788882390107762,0.0953452322494799,1.0954464902464225,0.5106803349936135,0.6708724039171727,-1.1357037125518907,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20030,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20031,0.0392643019203287,0.5898198215241102,0.1360566239301899,0.6944584682813694,0.5185008309951925,0.0947040209277226,-8.386715495502363,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20031,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20032,0.0445574597318926,0.5966566213238689,0.1497276669748399,1.365385262421881,0.9023609302417948,0.2600306699054848,0.1562337671003852,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20032,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20033,0.0161002400312327,0.5579528668308169,0.1292204197303227,1.2653843062222585,0.7146413095340042,0.7527237613127583,1.449741066843217,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20033,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20034,0.0242069142437586,0.3122465083480013,0.1230737116871189,0.5867465166758512,0.9011997024537776,0.4557499399197176,-0.7939917604624593,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20034,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20035,0.0141319223593401,0.4588631726075967,0.1054298555402931,0.9925072082893752,0.6056447834958294,0.9542543186812792,3.0688161404888383,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20035,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20036,0.0028702378511403,0.4918446051334113,0.1201909794969119,0.9910909310909628,1.0493756966544654,0.1901179337885578,-3.80784336783268,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20036,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20037,0.0188935887094497,0.427007407271738,0.1045089777864413,0.6159174735390585,0.7944367106133297,0.0605949728828514,5.687630397850938,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20037,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20038,0.0047166904678073,0.593070293785825,0.1306943010157806,1.3909143707698115,0.667587317003739,0.262013752271178,-6.404850427490046,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20038,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20039,0.0110212783665263,0.4100742013343031,0.10316701806299,0.9401586608225674,1.1976656719104375,0.2968153606648143,-5.75882537698032,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20039,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20040,0.0443175371922218,0.3518548032766621,0.0931189961666475,1.3706605786186643,1.1276671703574443,0.3407164925672908,8.24456380329159,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20040,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20041,0.0375814661439187,0.2562839125465423,0.1322296050714793,1.1726612048330798,0.8423778454117029,0.7572762337679724,-5.470844892757528,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20041,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20042,0.0401370267745982,0.5133145765866856,0.1110320133067033,1.3690679894322255,0.5870232347988825,0.9391368008515756,-9.875171949047925,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20042,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20043,0.0180715893751964,0.3970672263748515,0.142734652702923,0.5798734173416609,1.1646350014761744,0.3481999260783057,8.65494352370192,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20043,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20044,0.0174857761044788,0.3090327558957226,0.1290966388567352,1.3253112406082623,1.0270244372633928,0.2881865676651785,-6.28564936477919,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20044,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20045,0.0109609572724878,0.5161873304653384,0.0826725722644316,0.8416292376567773,0.5080816349394295,0.433317084158655,-1.942105360553807,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20045,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20046,0.01677942325275,0.2932473330097512,0.1305821524350837,1.3187821735231555,0.8388183688575952,0.9037432750615768,6.150204279359166,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20046,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20047,0.0252133941272047,0.2473660541762608,0.1309173066885529,1.20790331610588,1.1841037258226232,0.0582339628754173,-5.931179304804465,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20047,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20048,0.0071591852402499,0.3874376428161021,0.1297131705422206,0.93533048533801,0.6065592157158562,0.9870360801232724,-3.182778529656237,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20048,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20049,0.0218649608369818,0.383276993881927,0.1256959915230006,0.987694068183089,0.7547635528517919,0.8899154927249551,-4.103572167983582,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20049,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20050,0.012355092715822,0.3082029817759882,0.1490222654712572,0.6703400977777929,1.1685814463560442,0.825486135130865,8.87997088173205,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20050,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20051,0.0089595349236322,0.2376899662542408,0.1373231901262518,0.6099334331331173,0.6831940972278137,0.6481848871006469,-6.018414014525747,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20051,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20052,0.0384478723023032,0.504366783439177,0.1274178156407886,0.5436496831661215,0.5356777208017136,0.7076657148028813,-7.226078259568724,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20052,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20053,0.009694316754097,0.4883442437258106,0.1083958280825214,0.9138404624192183,0.8869102047734152,0.6001293347255724,-8.82719610580918,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20053,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20054,0.0257062902709416,0.5814291292830913,0.140646425471575,1.177748426090388,0.6472550468492576,0.5768359584747171,3.004037957859417,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20054,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20055,0.0269950562449434,0.5621610201781106,0.1062525527421602,0.63736754486676,0.5179465188994603,0.8978916572958308,9.388609489267132,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20055,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20056,0.0157659498411945,0.5481732582726994,0.0965056651887503,1.458246350162545,1.1085452395167503,0.3915664569895579,0.8234613963382706,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20056,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20057,0.0342312507104431,0.2881778070769372,0.1162796959302055,1.239328101602958,0.5203404678066181,0.195389409079985,2.7821279497251634,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20057,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20058,0.0318282702368995,0.2874663735166057,0.0835634118452967,0.5378178661546346,0.9853204016115656,0.8440214529790456,-9.240304917848023,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20058,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20059,0.0234044289985523,0.2609416426784849,0.0861798684922435,1.1576421854210106,0.565459301957671,0.4572117451432984,4.659562578724339,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20059,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20060,0.0259115223711757,0.4091159747153268,0.12113428646122,0.756385758887939,1.0137291542874265,0.9050098895744488,5.965563804642802,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20060,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20061,0.0101218345906977,0.2247834979745219,0.1262945475444492,1.4259298844558752,1.0065903557595135,0.617959530101202,-5.844416286103567,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20061,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20062,0.0447122673349931,0.4087660459434432,0.1278032246218961,1.407785997615127,0.6696734762066658,0.9318729234787672,1.7230433976466273,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20062,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20063,0.0261694244879368,0.4724241780183838,0.1419342921684639,0.7537109876751327,1.1706068767486673,0.118178395965408,-6.867649875498467,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20063,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20064,0.0072607158995622,0.221842612538832,0.1185626090388809,1.4653765960178096,1.0688153024855116,0.6880709488863535,-0.9541279465124148,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20064,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20065,0.001087260248149,0.2524302487485785,0.098816511745779,0.6125723797363716,1.1405306648114584,0.2438954305031324,5.259531229078327,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20065,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20066,0.0090375479663981,0.4214964378225628,0.1463680463048318,0.9218725136003294,0.6243643500484675,0.1583030175350611,-1.0805282021351896,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20066,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20067,0.0087009820671471,0.3322656004272571,0.0896997734655148,1.4843390880500855,0.7226115708576581,0.5360523417589096,-7.671099380972601,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20067,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20068,0.0094157911768404,0.277499007804695,0.1113362676832249,1.2222877036921471,0.8748768342068294,0.0681435057686482,-4.850446901399864,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20068,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20069,0.0254862642599625,0.2416202275084528,0.1312866412571924,0.5847137129977107,0.9388099615766908,0.7439959501896928,4.292462963028074,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20069,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20070,0.0333453181904706,0.2910039786549283,0.0804454635757119,1.3751971352921013,1.0160686476485474,0.2138592498203615,-2.116561630042158,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20070,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20071,0.0057798027556149,0.5575422306504123,0.1331883882268711,1.2299325666272487,0.6570052697439683,0.3050057138761408,-0.5443384462393723,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20071,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20072,0.007412715109219,0.5022465914646099,0.1472861205324551,1.2991127177131043,0.9041743050231028,0.9991193619039735,-6.8370240837888,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20072,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20073,0.0331982984408028,0.5611856021375687,0.142678992690808,0.8575971938691186,0.7990872279084527,0.5152298132872125,-1.2056944589885283,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20073,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20074,0.0340861878116902,0.3427235429122648,0.0875575479317569,1.096468363317697,0.9714029397003312,0.401443470513707,-2.63137206072593,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20074,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20075,0.039069407452628,0.5437531596615177,0.1287806288953659,1.2708809755164563,0.6179982321508048,0.8264106131624527,6.854292717044281,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20075,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20076,0.0011116303514817,0.5733052252659776,0.0816871280644305,0.8826644996026836,0.7741293961180322,0.1979941930913608,7.596300460672069,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20076,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20077,0.0246301128961736,0.2969199521760587,0.1201403872668813,0.9456177987948888,0.8881041979551558,0.3822535362973449,2.830309283662245,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20077,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20078,0.0293837644348731,0.5210295677498611,0.0926878772794596,0.8928211854714516,0.7035805270018538,0.6460681760945793,-8.04154836216026,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20078,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
20079,0.0490719582684118,0.3487924996781281,0.1181551865378585,1.167616084536408,1.1032051885674528,0.7961138056762822,-5.12118222415824,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\comsol_results_theta500_v2\case_20079,True,F:\pyProject\fipy_naca0012_2.0\七参数_几何掩码代理优化\02a_七参数COMSOL单工况求解.py
